customer_id,month,plan_id,active_flag,monthly_revenue,tenure_months,login_frequency,feature_adoption_rate,support_tickets,payment_failures,churn_flag
C00021,2025-08-01,P02,1,79.0,10,11,0.79,2,0,0
C00021,2025-09-01,P02,1,79.0,11,19,0.74,0,0,0
C00021,2025-10-01,P02,1,79.0,12,24,0.78,1,2,0
C00021,2025-11-01,P02,1,79.0,13,22,0.55,1,1,0
C00021,2025-12-01,P02,1,79.0,14,5,0.78,4,0,0
C00022,2024-11-01,P01,1,29.0,0,9,0.55,0,0,0
C00022,2024-12-01,P01,1,29.0,1,15,0.66,0,0,0
C00022,2025-01-01,P01,1,29.0,2,7,0.67,1,0,0
C00022,2025-02-01,P02,1,79.0,3,9,0.49,1,0,0
C00022,2025-03-01,P02,1,79.0,4,8,0.59,0,0,0
C00022,2025-04-01,P02,1,79.0,5,9,0.4,2,0,0
C00022,2025-05-01,P02,1,79.0,6,12,0.65,5,0,0
C00022,2025-06-01,P02,1,79.0,7,10,0.63,0,0,0
C00022,2025-07-01,P02,1,79.0,8,17,1.0,0,1,0
C00022,2025-08-01,P02,1,79.0,9,12,0.72,1,0,0
C00022,2025-09-01,P02,1,79.0,10,19,0.67,3,0,0
C00022,2025-10-01,P02,1,79.0,11,17,0.76,1,0,0
C00022,2025-11-01,P02,1,79.0,12,5,0.64,0,0,0
C00022,2025-12-01,P02,1,79.0,13,12,0.43,0,0,0
C00023,2024-08-01,P02,1,79.0,0,13,0.48,1,1,0
C00023,2024-09-01,P02,1,79.0,1,14,0.71,2,0,0
C00023,2024-10-01,P02,1,79.0,2,15,0.7,1,0,0
C00023,2024-11-01,P02,1,79.0,3,11,0.92,1,0,0
C00023,2024-12-01,P02,1,79.0,4,13,0.49,2,0,0
C00023,2025-01-01,P02,1,79.0,5,7,0.63,1,0,0
C00023,2025-02-01,P02,1,79.0,6,10,0.69,3,0,0
C00023,2025-03-01,P02,1,79.0,7,12,0.77,4,0,0
C00023,2025-04-01,P02,1,79.0,8,12,0.71,1,0,0
C00023,2025-05-01,P02,1,79.0,9,2,1.0,1,0,0
C00023,2025-06-01,P02,1,79.0,10,19,0.72,1,0,0
C00023,2025-07-01,P02,1,79.0,11,19,0.82,2,0,0
C00023,2025-08-01,P02,1,79.0,12,20,0.74,2,0,0
C00023,2025-09-01,P02,1,79.0,13,12,0.58,2,2,0
C00023,2025-10-01,P02,1,79.0,14,11,0.64,0,0,0
C00023,2025-11-01,P02,1,79.0,15,13,0.31,1,0,0
C00023,2025-12-01,P02,1,79.0,16,12,0.71,2,1,0
C00024,2025-01-01,P01,1,29.0,0,18,0.24,1,0,0
C00024,2025-02-01,P01,1,29.0,1,16,0.66,4,0,0
C00024,2025-03-01,P01,1,29.0,2,9,0.6,1,1,0
C00024,2025-04-01,P01,1,29.0,3,5,0.5,1,0,0
C00024,2025-05-01,P01,1,29.0,4,10,0.7,1,0,0
C00024,2025-06-01,P01,1,29.0,5,9,0.93,2,0,0
C00024,2025-07-01,P02,1,79.0,6,13,0.59,2,0,0
C00024,2025-08-01,P02,1,79.0,7,24,0.69,0,2,0
C00024,2025-09-01,P02,1,79.0,8,6,0.51,3,0,0
C00024,2025-10-01,P02,1,79.0,9,14,0.93,0,0,0
C00024,2025-11-01,P02,1,79.0,10,13,0.76,3,0,0
C00024,2025-12-01,P02,1,79.0,11,16,0.79,2,0,0
C00025,2024-08-01,P02,1,79.0,0,11,0.54,1,0,0
C00025,2024-09-01,P02,1,79.0,1,16,0.69,2,0,0
C00025,2024-10-01,P02,1,79.0,2,11,0.42,1,0,0
C00025,2024-11-01,P02,1,79.0,3,10,0.31,0,0,0
C00025,2024-12-01,P02,1,79.0,4,16,0.57,1,0,0
C00025,2025-01-01,P02,0,79.0,5,0,0.0,0,0,1
C00025,2025-02-01,,0,0.0,6,0,0.0,0,0,0
C00025,2025-03-01,,0,0.0,7,0,0.0,0,0,0
C00025,2025-04-01,,0,0.0,8,0,0.0,0,0,0
C00025,2025-05-01,,0,0.0,9,0,0.0,0,0,0
C00025,2025-06-01,,0,0.0,10,0,0.0,0,0,0
C00025,2025-07-01,,0,0.0,11,0,0.0,0,0,0
C00025,2025-08-01,,0,0.0,12,0,0.0,0,0,0
C00025,2025-09-01,,0,0.0,13,0,0.0,0,0,0
C00025,2025-10-01,,0,0.0,14,0,0.0,0,0,0
C00025,2025-11-01,,0,0.0,15,0,0.0,0,0,0
C00025,2025-12-01,,0,0.0,16,0,0.0,0,0,0
C00026,2025-03-01,P02,1,79.0,0,11,0.44,0,0,0
C00026,2025-04-01,P02,1,79.0,1,19,0.7,3,0,0
C00026,2025-05-01,P02,1,79.0,2,13,0.56,1,0,0
C00026,2025-06-01,P02,1,79.0,3,23,0.62,2,0,0
C00026,2025-07-01,P02,1,79.0,4,10,0.43,0,0,0
C00026,2025-08-01,P02,1,79.0,5,8,0.57,3,0,0
C00026,2025-09-01,P02,1,79.0,6,12,0.78,1,0,0
C00026,2025-10-01,P02,1,79.0,7,15,0.72,1,0,0
C00026,2025-11-01,P02,1,79.0,8,13,0.55,2,0,0
C00026,2025-12-01,P02,1,79.0,9,18,0.84,2,0,0
C00027,2024-07-01,P01,1,29.0,0,9,0.78,1,0,0
C00027,2024-08-01,P01,1,29.0,1,6,0.53,1,0,0
C00027,2024-09-01,P01,1,29.0,2,17,0.55,1,0,0
C00027,2024-10-01,P01,1,29.0,3,8,0.57,3,0,0
C00027,2024-11-01,P01,1,29.0,4,8,0.3,2,0,0
C00027,2024-12-01,P01,1,29.0,5,9,0.99,4,0,0
C00027,2025-01-01,P01,1,29.0,6,12,0.56,2,0,0
C00027,2025-02-01,P01,1,29.0,7,13,0.59,1,0,0
C00027,2025-03-01,P01,1,29.0,8,16,0.61,4,0,0
C00027,2025-04-01,P01,1,29.0,9,11,0.35,0,0,0
C00027,2025-05-01,P01,1,29.0,10,13,0.64,3,1,0
C00027,2025-06-01,P01,1,29.0,11,15,0.8,3,0,0
C00027,2025-07-01,P01,1,29.0,12,31,0.71,0,0,0
C00027,2025-08-01,P01,1,29.0,13,21,0.65,0,0,0
C00027,2025-09-01,P01,1,29.0,14,15,0.68,1,0,0
C00027,2025-10-01,P01,1,29.0,15,17,0.77,0,0,0
C00027,2025-11-01,P01,1,29.0,16,20,0.65,1,0,0
C00027,2025-12-01,P01,1,29.0,17,25,0.75,2,0,0
C00028,2025-04-01,P03,1,149.0,0,3,0.79,4,0,0
C00028,2025-05-01,P03,1,149.0,1,8,0.58,1,0,0
C00028,2025-06-01,P03,1,149.0,2,17,0.67,2,0,0
C00028,2025-07-01,P03,1,149.0,3,15,0.67,2,0,0
C00028,2025-08-01,P03,1,149.0,4,9,0.53,1,0,0
C00028,2025-09-01,P03,1,149.0,5,5,0.9,0,0,0
C00028,2025-10-01,P03,1,149.0,6,18,0.48,1,0,0
C00028,2025-11-01,P03,1,149.0,7,9,0.67,5,0,0
C00028,2025-12-01,P03,1,149.0,8,16,0.77,2,1,0
C00029,2024-05-01,P03,1,149.0,0,10,0.75,2,0,0
C00029,2024-06-01,P03,1,149.0,1,6,0.63,2,0,0
C00029,2024-07-01,P03,1,149.0,2,14,0.35,0,0,0
C00029,2024-08-01,P03,1,149.0,3,9,0.64,1,2,0
C00029,2024-09-01,P03,1,149.0,4,7,0.5,2,0,0
C00029,2024-10-01,P03,1,149.0,5,16,0.73,3,0,0
C00029,2024-11-01,P03,1,149.0,6,14,0.91,3,0,0
C00029,2024-12-01,P03,1,149.0,7,11,0.59,1,0,0
C00029,2025-01-01,P03,1,149.0,8,16,0.93,1,0,0
C00029,2025-02-01,P03,1,149.0,9,10,0.59,3,0,0
C00029,2025-03-01,P03,1,149.0,10,21,0.96,3,0,0
C00029,2025-04-01,P03,1,149.0,11,15,0.72,1,0,0
C00029,2025-05-01,P03,1,149.0,12,23,0.49,2,0,0
C00029,2025-06-01,P03,1,149.0,13,11,0.72,5,0,0
C00029,2025-07-01,P03,1,149.0,14,9,0.5,3,0,0
C00029,2025-08-01,P03,1,149.0,15,9,0.86,1,0,0
